t,x_data,x_fit,y_data,y_fit
6.0,88.364456,59.969910170217325,57.784378,45.42636183937149
6.036024016010674,74.283936,60.002866755153704,54.40678,45.44127675217605
6.072048032021348,60.256474,60.03584556299381,46.311462,45.45615250881878
6.108072048032021,82.13437,60.068846220985954,57.717567,45.47098976607822
6.144096064042695,101.03639,60.101868356229026,67.84934,45.4857891809961
6.180120080053369,69.284134,60.13491159572185,48.406086,45.50055141079054
6.216144096064043,77.81013,60.167975566412096,57.588833,45.51527711276977
6.252168112074717,91.29688,60.20105989524488,63.03135,45.52996694424651
6.28819212808539,107.66841,60.23416420921104,65.91405,45.5446215624529
6.324216144096064,76.40689,60.267288135395034,56.871525,45.55924162445619
6.360240160106738,72.313515,60.30043130102248,51.168285,45.57382778707483
6.396264176117412,100.56871,60.33359333350735,68.07376,45.588380706795455
6.432288192128086,85.40742,60.36677386049881,57.31956,45.60290103969027
6.468312208138759,65.73637,60.399972509927636,47.454475,45.61738944133529
6.504336224149433,78.559,60.43318891005236,57.776672,45.63184656672904
6.540360240160107,102.01643,60.466422689504924,67.376236,45.646273070212075
6.576384256170781,92.44081,60.49967347733609,67.234024,45.66066960538708
6.6124082721814545,102.319664,60.53294090306032,67.23141,45.67503682503961
6.648432288192128,73.051186,60.56622459670042,52.32614,45.68937538105962
6.684456304202802,70.23932,60.599524188831694,48.974834,45.703685924363526
6.7204803202134755,88.56056,60.63283931062575,57.891556,45.71796910481709
6.7565043362241495,91.96877,60.666169593893926,65.819046,45.732225571158885
6.792528352234823,86.83264,60.69951467113028,57.347816,45.74645597092453
6.8285523682454965,92.62934,60.732874175554244,67.65634,45.760660950371594
6.8645763842561704,104.750336,60.766247741152824,66.19454,45.77484115440519
6.900600400266844,73.5264,60.7996350027224,53.136063,45.7889972265043
6.936624416277518,93.27278,60.83303559591016,68.66579,45.803129808648826
6.972648432288192,71.30269,60.866449157255126,49.905098,45.81723954124732
7.008672448298865,64.975815,60.899875324228695,47.35335,45.83132706306546
7.044696464309539,89.05592,60.93331373527486,58.24083,45.84539301115525
7.080720480320213,100.71979,60.966764029849976,68.00157,45.85943802078497
7.116744496330887,106.31808,61.000225848462094,65.80417,45.8734627253698
7.152768512341561,108.06331,61.03369883270992,66.10597,45.88746775640323
7.188792528352234,67.84049,61.06718262532132,47.865753,45.901453743389226
7.224816544362908,82.02788,61.10067687019139,57.731422,45.91542131377508
7.260840560373582,98.86425,61.134181212420145,68.84363,45.92937109288506
7.296864576384256,72.67582,61.16769529834977,51.715893,45.94330370385481
7.33288859239493,97.88674,61.20121877560139,69.218376,45.957219767566436
7.368912608405603,88.70565,61.23475129311151,57.981354,45.97111990258446
7.404936624416278,70.66043,61.268292501167906,49.300117,45.98500472509244
7.440960640426951,95.17704,61.3018420514452,69.66583,45.99887484883039
7.476984656437625,90.98131,61.3353995970399,61.803932,46.012730885032965
7.513008672448299,74.11193,61.36896479250508,54.128273,46.026573442368424
7.549032688458972,67.423485,61.40253729388457,47.758686,46.04040312687834
7.585056704469647,75.07062,61.43611675874674,55.54406,46.05422054191806
7.62108072048032,93.32456,61.469702846217835,68.72479,46.06802628809805
7.657104736490994,92.49515,61.50329521701486,67.36309,46.081820963225844
7.693128752501668,109.09305,61.536893533478036,67.57011,46.09560516224895
7.729152768512341,74.6767,61.570497459602805,55.005707,46.109379477198395
7.765176784523016,84.74091,61.60410666107141,57.372154,46.12314449713315
7.801200800533689,83.09207,61.637720805284,57.584,46.13690080808525
7.837224816544363,78.128586,61.67133956138928,57.682087,46.150648993005795
7.873248832555037,65.000305,61.7049626003148,47.356487,46.164389631711664
7.909272848565711,92.592575,61.738589594796686,67.57944,46.17812330083306
7.945296864576385,94.47159,61.77222021940898,69.50913,46.19185057376178
7.981320880587058,84.89339,61.805854150592545,57.357613,46.20557202060039
8.01734489659773,92.58727,61.839491066683486,67.568146,46.21928820811206
8.053368912608406,89.3978,61.873130647941146,58.564568,46.23299969967129
8.089392928619079,85.80336,61.90677257657562,57.30451,46.24670705521536
8.125416944629754,109.05394,61.940416536774876,67.45857,46.26041083119663
8.161440960640427,72.61481,61.974062214731376,51.620525,46.2741115805356
8.197464976651101,84.3335,62.00770929866825,57.416786,46.28780985257476
8.233488992661774,91.34593,62.04135747886507,63.23906,46.30150619303323
8.269513008672448,91.305405,62.075006447683094,63.06719,46.31520114396223
8.305537024683122,62.731583,62.10865589959012,47.02679,46.328895243701346
8.341561040693795,84.717255,62.14230553118486,57.374527,46.342589026835505
8.377585056704469,108.320114,62.1759550412209,66.29982,46.356283024152845
8.413609072715143,93.38754,62.20960413063017,68.792984,46.36997776260332
8.449633088725816,87.94448,62.24325250254593,57.602074,46.38367376525814
8.485657104736491,74.52983,62.27689986232545,54.788445,46.39737155126994
8.521681120747164,98.66312,62.31054591757205,68.92605,46.41107163583384
8.55770513675784,73.594505,62.344190378156846,53.253242,46.42477453014919
8.593729152768512,84.93126,62.37783295623994,57.354206,46.43848074138216
8.629753168779185,67.8154,62.41147336629125,47.858814,46.45219077262914
8.66577718478986,73.32133,62.445111325110815,52.783768,46.465905122880876
8.701801200800533,70.60834,62.47874655184869,49.25702,46.479624286987445
8.737825216811206,84.30343,62.51237876802442,57.420364,46.493348755623984
8.773849232821881,89.181885,62.546007697546,58.35109,46.50707901525719
8.809873248832556,71.52109,62.579633066728455,50.144382,46.520815548112694
8.845897264843229,102.03093,62.61325460431194,67.36928,46.53455883214307
8.881921280853902,92.67618,62.6468720414794,67.75073,46.548309340996774
8.917945296864577,96.70082,62.68048511187381,69.55569,46.56206754398778
8.95396931287525,63.39724,62.71409355161492,47.13958,46.57583390606599
8.989993328885923,73.5922,62.747697099315666,53.24928,46.58960888778846
9.026017344896598,87.72062,62.781295496097975,57.527298,46.603392945291404
9.062041360907271,91.83847,62.81488848560831,65.328674,46.6171865302629
9.098065376917944,100.10727,62.84847581403264,68.291534,46.63099008991647
9.134089392928619,72.33709,62.882057230111066,51.20249,46.64480406696536
9.170113408939294,71.38096,62.91563248515195,49.98879,46.65862889959755
9.206137424949967,79.996185,62.94920133304566,57.89074,46.672465021451664
9.24216144096064,66.2157,62.982763530277815,47.525764,46.68631286159351
9.278185456971315,94.11699,63.01631883594217,69.35312,46.70017284449342
9.314209472981988,106.67454,63.04986701175307,65.77663,46.71404539000439
9.35023348899266,65.80095,63.08340782205739,47.463623,46.72793091334089
9.386257505003336,104.915665,63.11694103384614,66.138336,46.74182982505854
9.422281521014009,68.09816,63.15046641676561,47.941082,46.7557425310344
9.458305537024682,76.40583,63.183983743128096,56.87075,46.769669432448126
9.494329553035357,97.43371,63.217492787922204,69.365585,46.783610925763774
9.530353569046031,91.13893,63.250993328822716,62.39004,46.79756740271244
9.566377585056705,64.61357,63.284485146200055,47.307106,46.811539250275516
